sitemapSourceFile,url,httpStatus,canonicalUrl,robotsMetaIndexability,title,h1,contentLengthOrWordCount,finalClassification,recommendedAction
sitemap-blog.xml,https://tinystepslearning.com/blog/phonics-blending-activities,200,https://tinystepslearning.com/blog/phonics-blending-activities,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Simple Blending Activities to Teach Kids Reading | Tiny Steps Blog,Simple Blending Activities to Teach Kids Reading,53432 bytes / 1343 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/cvc-words-explained-for-parents,200,https://tinystepslearning.com/blog/cvc-words-explained-for-parents,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",CVC Words Explained for Parents | Tiny Steps Blog,CVC Words Explained for Parents,53653 bytes / 1388 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/online-phonics-games,200,https://tinystepslearning.com/blog/online-phonics-games,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Fun Phonics Games for Online Learning | Tiny Steps Blog,Fun Phonics Games for Online Learning,52961 bytes / 1312 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/satpin-phonics-guide,200,https://tinystepslearning.com/blog/satpin-phonics-guide,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",SATPIN Phonics Explained for Parents | Tiny Steps Blog,SATPIN Phonics Explained for Parents,53482 bytes / 1364 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/how-kids-learn-blending,200,https://tinystepslearning.com/blog/how-kids-learn-blending,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",How Kids Learn to Blend Sounds in Phonics | Tiny Steps Blog,How Kids Learn to Blend Sounds in Phonics,53632 bytes / 1357 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/digraphs-and-tricky-words,200,https://tinystepslearning.com/blog/digraphs-and-tricky-words,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Understanding Digraphs and Tricky Words | Tiny Steps Blog,Understanding Digraphs and Tricky Words,52917 bytes / 1311 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/long-vowel-sounds-for-kids,200,https://tinystepslearning.com/blog/long-vowel-sounds-for-kids,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Long Vowel Sounds Explained for Kids | Tiny Steps Blog,Long Vowel Sounds Explained for Kids,53004 bytes / 1303 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/r-controlled-vowels-explained,200,https://tinystepslearning.com/blog/r-controlled-vowels-explained,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",R-Controlled Vowels Made Easy for Children | Tiny Steps Blog,R-Controlled Vowels Made Easy for Children,53602 bytes / 1347 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/why-parents-choose-online-phonics,200,https://tinystepslearning.com/blog/why-parents-choose-online-phonics,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Why Parents Prefer Online Phonics Classes Today | Tiny Steps Blog,Why Parents Prefer Online Phonics Classes Today,53395 bytes / 1341 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/how-tiny-steps-builds-reading-confidence,200,https://tinystepslearning.com/blog/how-tiny-steps-builds-reading-confidence,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",How Tiny Steps Helps Kids Become Confident Readers | Tiny Steps Blog,How Tiny Steps Helps Kids Become Confident Readers,53649 bytes / 1333 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-1-phonics-satpin-launch,200,https://tinystepslearning.com/blog/week-1-phonics-satpin-launch,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",SATPIN for Parents: A Research-Backed Week 1 Launch Plan for Confident Readers | Tiny Steps Blog,SATPIN for Parents: A Research-Backed Week 1 Launch Plan for Confident Readers,68815 bytes / 2266 words,200 indexable canonical page,Keep; monitor indexation and crawl stats.
sitemap-blog.xml,https://tinystepslearning.com/blog/week-2-phonics-blending-club,200,https://tinystepslearning.com/blog/week-2-phonics-blending-club,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Week 2: Build a Blending Club at Home | Tiny Steps Blog,Week 2: Build a Blending Club at Home,66574 bytes / 2353 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
sitemap-blog.xml,https://tinystepslearning.com/blog/online-english-classes-for-kids-india,200,https://tinystepslearning.com/blog/online-english-classes-for-kids-india,"index, follow, max-snippet:-1, max-image-preview:large, max-video-preview:-1",Online English classes for kids in India: how to choose the right program (ages 3–12) | Tiny Steps Blog,Online English classes for kids in India: how to choose the right program (ages 3–12),43974 bytes / 1041 words,200 indexable canonical page; weakly linked page,Strengthen internal links from high-authority pages.
